"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
4.85,5.76,244,2,86.04,8.34,"Alpha","ui","media","success"
19.18,6.19,218,1,92.51,4.7,"Delta","database","alta","success"
4.77,5.6,224,2,62.45,12.9,"Beta","api","alta","success"
11.18,4.31,239,0,97.03,7.74,"Gamma","ui","baja","success"
21.88,NA,220,0,65.79,16.55,"Delta","payments","alta","failed"
11.34,8.68,200,0,60.98,11.1,"Gamma","api","media","success"
9.93,9.79,225,0,77.85,25.19,"Beta","ui","baja","success"
13.75,8.15,214,0,68.08,46.53,"Alpha","api","baja","success"
8.16,4.18,248,0,73.58,20.39,"Beta","api","alta","success"
7.11,2.37,228,2,80.95,26.47,"Beta","auth","alta","success"
4.79,11.22,256,NA,69.86,NA,"Beta","payments","media","rolled_back"
13.07,5.01,221,0,79.93,22.7,"Alpha","ui","media","success"
4.43,9.48,226,1,61.02,3.44,"Delta","auth","alta","success"
8.01,5,209,0,89.92,36.28,"Beta","notifications","media","success"
15.65,13.86,227,2,76.6,23.04,"Beta","ui","media","success"
10.56,NA,201,1,77.3,16.49,"Gamma","database","baja","failed"
16.62,4.55,214,1,79.6,16.65,"Alpha","api","baja","success"
13.13,NA,217,2,73.62,NA,"Gamma","database","baja","failed"
18.54,2.62,212,0,84.06,21.05,"Delta","api","media","success"
10.24,4.25,242,1,37.74,26.53,"Delta","api","alta","success"
12.71,1.76,235,2,84.42,22.18,"Gamma","ui","media","success"
13.88,2.94,242,0,79.06,3.6,"Alpha","ui","baja","success"
4.67,2.62,224,3,86.52,42.26,"Beta","ui","media","success"
12.24,4.4,224,0,76.93,11.37,"Beta","api","media","success"
13.32,4.81,187,NA,87.29,5.43,"Gamma","auth","crítica","rolled_back"
4.87,3.72,208,1,NA,7.19,"Beta","ui","alta","success"
19.96,3.17,213,1,85.69,2.88,"Delta","api","baja","success"
5.95,6.57,197,2,69.35,12.39,"Gamma","api","baja","success"
14,1.43,218,0,88.11,9.58,"Beta","ui","media","success"
7.36,NA,237,2,88.5,13.03,"Gamma","api","media","failed"
9.44,5.37,223,0,57.75,18.4,"Beta","auth","media","success"
9.91,3.64,202,0,74.21,11.48,"Alpha","api","media","success"
19.2,6.37,235,1,80.89,4.8,"Delta","notifications","baja","success"
7.73,5.52,204,2,59.6,38.93,"Gamma","api","alta","success"
6.01,4.55,206,1,59.12,49.79,"Delta","api","baja","success"
11.59,4.73,216,0,NA,54.6,"Delta","api","alta","success"
6.16,3.11,218,3,88.53,5.45,"Beta","auth","media","success"
12.35,2.45,202,4,57.26,2.22,"Alpha","api","alta","success"
13.83,3.86,238,3,82.87,1.8,"Delta","auth","baja","success"
21.21,2.83,222,1,80.68,6.34,"Alpha","ui","baja","success"
7.86,4.64,201,NA,83.22,25.79,"Alpha","ui","baja","rolled_back"
12.82,4.94,217,1,92.5,4.31,"Beta","auth","media","success"
15.19,12.6,217,0,93.23,3.06,"Beta","payments","media","success"
13.05,7.17,242,3,79.54,3.52,"Gamma","notifications","baja","success"
11.26,11.57,222,0,77.07,7.93,"Delta","ui","baja","success"
18.78,4.5,228,2,54.82,3.29,"Delta","ui","media","success"
8.34,NA,209,1,82.71,37.26,"Gamma","payments","baja","failed"
16.56,NA,239,3,88.08,1.3,"Alpha","payments","alta","failed"
4.44,2.27,225,1,89.7,26.05,"Beta","database","media","success"
15.28,6.38,203,1,85.25,68.25,"Gamma","auth","baja","success"
8.88,7.04,227,2,56.5,18.51,"Gamma","notifications","baja","success"
9.22,4.35,214,0,82.17,39.06,"Alpha","ui","baja","success"
3.66,2.8,234,2,86.9,32.75,"Delta","auth","alta","success"
7.48,5.73,239,NA,66.94,NA,"Alpha","auth","baja","rolled_back"
21.42,8.92,232,1,78.57,36.36,"Beta","api","media","success"
13.73,3.93,211,NA,79.31,8.24,"Delta","ui","alta","rolled_back"
16.9,NA,242,1,NA,10.77,"Beta","auth","media","failed"
9,6.96,232,1,75.14,16.41,"Gamma","api","media","success"
16.26,7.74,211,3,69.67,17.26,"Beta","api","alta","success"
17.74,1.94,237,2,75.21,132.1,"Gamma","ui","media","success"
6.85,3.63,226,1,81.28,7.98,"Beta","database","baja","success"
9.22,NA,217,0,86.94,45.94,"Alpha","api","baja","failed"
19.93,1.79,234,1,59.31,31.39,"Alpha","api","media","success"
6.23,5.57,222,0,72.89,8.99,"Beta","database","alta","success"
13.85,4.34,232,0,87.13,23.5,"Delta","notifications","media","success"
9.58,13.97,240,1,70.63,21.78,"Alpha","ui","baja","success"
9.67,8.59,212,NA,79.86,2.98,"Alpha","api","alta","rolled_back"
15.83,4.1,255,1,70.61,40.43,"Beta","ui","media","success"
15.02,9.84,224,1,74.9,6.52,"Beta","ui","alta","success"
12.66,8.72,216,3,73.14,211.29,"Alpha","api","media","success"
8.48,3.41,215,1,83.81,25.28,"Beta","ui","media","success"
10.62,7.92,205,4,80.7,6.68,"Delta","api","baja","success"
12.5,4.1,225,1,90.51,2.1,"Beta","api","baja","success"
5.09,4.39,207,0,67.41,38.64,"Gamma","api","baja","success"
13.44,7.89,199,1,72.08,4.78,"Beta","ui","media","success"
12.71,3.26,227,3,54.62,41.88,"Alpha","database","media","success"
10.59,5.2,220,3,78.71,24.07,"Beta","auth","baja","success"
15.38,4.95,216,4,78.28,6.03,"Alpha","api","media","success"
11.76,4.85,233,3,93.55,16.05,"Alpha","ui","media","success"
9.61,5.58,232,1,81.57,24.87,"Delta","api","media","success"
4.02,2.54,239,1,80.98,16.56,"Alpha","auth","baja","success"
14.93,NA,220,2,78.57,6.93,"Gamma","database","baja","failed"
11.27,3.42,221,0,66.57,1.54,"Alpha","api","baja","success"
8.11,4.9,225,3,66.37,13.09,"Delta","auth","media","success"
6.42,1.96,234,1,72.62,32.13,"Alpha","api","media","success"
11.59,10.8,209,2,88.97,10.37,"Gamma","auth","baja","rolled_back"
15.4,1.37,231,1,75.3,22.19,"Beta","auth","media","success"
5.74,2.7,208,2,64.83,62.08,"Beta","ui","baja","success"
6.48,3.35,210,0,83.98,45.02,"Alpha","payments","media","success"
6.95,4.68,197,1,79.84,45.47,"Beta","api","media","success"
12.14,9.25,205,0,69.66,34.33,"Gamma","ui","alta","success"
14.05,NA,202,2,85.61,10.83,"Delta","payments","media","failed"
13.34,2.21,219,2,89.24,2.48,"Beta","api","baja","success"
7.7,5.17,218,2,83.69,2.14,"Alpha","database","media","success"
7.38,4.06,200,1,66.84,15.77,"Beta","auth","media","success"
15.09,1.72,194,1,71.93,20.49,"Delta","ui","alta","success"
26.5,4.84,230,1,87.12,2.46,"Alpha","auth","baja","success"
11.58,6.65,221,1,82.57,23.69,"Gamma","payments","baja","success"
10.73,6.19,207,1,91.46,6.18,"Alpha","ui","alta","success"
12.75,6.15,221,1,44.08,1.8,"Beta","payments","baja","success"
10.26,2.96,212,2,81.75,11.35,"Gamma","auth","media","success"
4.92,4.5,252,2,93.17,21.68,"Beta","auth","crítica","success"
6.88,11.64,210,NA,84.73,8.85,"Beta","auth","media","rolled_back"
4.18,3.72,211,1,86.24,11.23,"Alpha","api","crítica","success"
10.7,3.42,225,0,69.51,19.41,"Beta","api","baja","success"
10.23,NA,216,2,88.85,NA,"Gamma","database","baja","failed"
12.77,5.73,218,1,67.95,7.65,"Beta","payments","baja","success"
8.15,3.55,256,1,67.77,15.62,"Alpha","database","baja","success"
6.92,NA,254,3,74.41,9.07,"Beta","api","media","failed"
7.59,2.13,221,0,71.74,1.1,"Gamma","ui","media","success"
6.86,8.94,221,3,62.56,19.46,"Beta","database","baja","success"
8.37,21.46,206,1,71.61,32.2,"Delta","api","media","success"
4.36,15.32,196,2,78.51,2.97,"Beta","payments","media","success"
9.23,6.63,200,1,83.54,63.96,"Delta","ui","alta","success"
7.05,3.66,229,1,80.84,37.71,"Gamma","api","alta","success"
2.65,8.26,206,2,NA,3.29,"Delta","ui","crítica","success"
6.88,3.98,225,4,96.45,12.89,"Delta","notifications","alta","success"
10.77,7.2,221,1,77.5,10.06,"Delta","notifications","crítica","success"
8.81,4.84,224,0,80,5.21,"Gamma","auth","media","success"
6.42,NA,196,1,58.77,NA,"Gamma","auth","baja","failed"
11.82,2.08,209,0,66.67,51.3,"Alpha","database","crítica","success"
8.02,NA,212,0,74.37,NA,"Beta","ui","crítica","failed"
11.89,6.6,223,1,45.58,6.71,"Delta","ui","media","success"
22.3,NA,218,1,90.72,NA,"Alpha","ui","baja","failed"
8.63,4.22,211,3,90.78,15.63,"Delta","ui","alta","success"
8,7.08,228,1,46.73,15.49,"Beta","notifications","media","success"
8.2,NA,208,2,65.86,NA,"Delta","api","media","failed"
11.82,3.59,214,1,88.67,27.03,"Gamma","ui","crítica","success"
8.23,2.2,211,1,79.37,NA,"Beta","database","baja","rolled_back"
10.72,3.72,205,3,63.73,27.36,"Delta","ui","alta","success"
6.64,12.52,206,2,75.26,6.21,"Delta","auth","alta","success"
13.8,9.86,246,2,65.78,10,"Gamma","api","alta","success"
17.41,6.75,216,1,76.69,14.75,"Beta","database","baja","success"
18.68,9.54,231,0,89.48,30.4,"Alpha","auth","media","success"
10.67,8.22,202,1,77.87,61.2,"Beta","auth","media","success"
16.8,NA,227,1,69.67,NA,"Gamma","auth","crítica","failed"
16.52,13.49,233,1,82.93,5.11,"Gamma","api","media","success"
5.6,4.5,228,1,79.87,40.82,"Delta","api","media","success"
5.9,NA,238,4,76.33,1.06,"Delta","ui","crítica","failed"
10.81,5.67,198,1,90.32,28.47,"Alpha","auth","baja","success"
7.97,6.89,216,0,55.78,17.92,"Beta","ui","media","success"
6.05,5.98,225,0,62.55,3.68,"Gamma","api","media","rolled_back"
8.27,10.61,238,2,67.3,34.64,"Delta","auth","media","success"
18.49,3.68,219,2,78.99,30.6,"Beta","ui","baja","success"
6.71,6.51,231,1,74.55,16.86,"Delta","auth","media","success"
10.97,5.17,209,2,71.56,7.13,"Beta","ui","media","success"
7.6,4.14,238,0,83.62,22.5,"Alpha","api","baja","success"
11.96,12.55,239,1,79.92,24.82,"Gamma","ui","alta","success"
14.23,8.72,226,1,70.91,5.14,"Beta","auth","alta","success"
22.49,14.2,231,2,79.27,11.53,"Beta","auth","baja","success"
12.57,4.97,216,2,45.96,44.85,"Beta","database","baja","success"
6.8,19.18,202,2,83.69,17.18,"Alpha","ui","media","success"
7.67,3.09,210,1,61.95,50.82,"Beta","auth","crítica","success"
12.99,4.07,229,2,89.99,6.44,"Beta","api","media","success"
10.68,5.27,238,0,89.79,11.7,"Gamma","ui","alta","success"
30.3,7.33,207,1,74.05,38.73,"Delta","database","alta","success"
6.88,6.37,239,NA,95.25,9.68,"Gamma","api","media","rolled_back"
18.95,5.82,239,1,92.48,25.5,"Beta","database","alta","success"
8.27,7.52,202,1,71.64,17.19,"Beta","api","media","success"
16.71,4.55,233,1,63.31,7.71,"Beta","ui","baja","success"
17.31,1.59,229,0,82.38,28.7,"Gamma","payments","baja","success"
17.14,NA,216,0,68.14,32.86,"Alpha","ui","baja","failed"
10.09,5.17,222,3,75.22,5.95,"Beta","api","media","success"
13.49,17.65,212,0,75.32,8.2,"Alpha","api","media","success"
9.82,NA,224,1,62.22,35.98,"Gamma","auth","baja","failed"
12.84,8.65,220,0,72.41,6.56,"Gamma","api","baja","success"
15.8,6.68,229,0,82.21,40.87,"Delta","ui","media","success"
6.93,NA,224,2,76.62,NA,"Beta","ui","media","failed"
13.97,7.08,234,0,80.54,15.38,"Alpha","payments","baja","success"
17.93,3.39,235,2,68.29,29.81,"Beta","api","media","success"
13.68,6.05,242,0,83.92,12.09,"Alpha","ui","baja","success"
10.68,4.96,230,NA,89.83,94.32,"Gamma","ui","baja","rolled_back"
21.41,3.64,213,0,84.95,2.16,"Gamma","api","media","success"
9.3,NA,214,2,77.38,23.55,"Alpha","ui","baja","failed"
3.61,5.23,221,0,74.87,76.97,"Gamma","auth","media","success"
3.53,6.19,238,1,79.26,35.53,"Beta","ui","baja","success"
13.68,3.16,212,0,59.88,26.13,"Alpha","api","baja","success"
8.13,3.94,224,0,61.86,43.17,"Beta","api","media","success"
7.2,4.63,192,1,59.35,50.38,"Delta","database","media","success"
13.09,7.8,238,3,41.03,48.17,"Alpha","database","media","success"
16.87,3.6,224,1,74.05,5.7,"Beta","database","media","success"
11.26,7.72,225,1,47.3,38.59,"Alpha","auth","baja","success"
7.1,3.42,233,4,90.85,12.47,"Alpha","ui","media","success"
8.76,NA,213,2,92.29,81.02,"Beta","auth","crítica","failed"
9.63,2.24,245,1,54.97,59.94,"Gamma","ui","media","success"
26.93,7.75,201,1,75.38,1.55,"Delta","payments","alta","success"
5.86,5.14,232,1,80.76,24.52,"Beta","api","alta","success"
8.22,NA,215,0,72.61,NA,"Alpha","ui","media","failed"
11.26,4.6,242,0,59.35,8.16,"Beta","api","media","success"
8.71,12.95,216,3,84.62,7.44,"Delta","ui","baja","success"
8.45,6.05,237,6,87.66,27.48,"Delta","notifications","baja","success"
9.59,2.26,224,2,79.88,7.42,"Delta","auth","baja","success"
12.49,7.33,230,2,62.15,19.14,"Beta","ui","baja","success"
10.18,2.51,235,0,47.53,NA,"Delta","ui","media","rolled_back"
7.12,6.1,214,1,87.58,97.32,"Delta","notifications","media","success"
13.53,1.33,244,0,76.74,71.13,"Gamma","ui","baja","success"
17.45,2.11,231,1,71.48,31.73,"Beta","api","baja","success"
21.87,4.28,206,1,86.9,15.46,"Gamma","ui","baja","success"
17.19,6.33,235,3,92.84,NA,"Beta","database","baja","rolled_back"
24.33,3.09,234,1,95.82,3.72,"Gamma","payments","baja","success"
25.23,3.25,248,0,64.65,23.67,"Beta","api","alta","success"
10.84,2.12,193,NA,59.38,NA,"Beta","ui","baja","rolled_back"
12.55,8.06,253,0,52.06,46.13,"Beta","database","alta","success"
21.77,9.98,218,0,62.72,42.34,"Beta","auth","media","success"
11.31,4.45,197,2,80.78,21.93,"Beta","auth","media","success"
4.56,3.44,219,3,83.04,11.68,"Alpha","ui","baja","success"
10.74,8.35,228,2,91.26,61.69,"Beta","api","baja","success"
12.87,6.4,211,1,91.43,80.25,"Alpha","auth","baja","success"
10.4,6.48,209,0,84.41,21.6,"Gamma","ui","baja","success"
15.44,3.55,234,1,71.76,7.42,"Alpha","auth","baja","success"
17.13,8.35,221,0,68.67,30.26,"Alpha","ui","baja","success"
16,2.17,197,0,67.32,6.79,"Gamma","notifications","media","success"
11.09,3.2,207,0,66.3,29.4,"Gamma","ui","media","success"
18.11,5.16,216,0,53.5,6.41,"Alpha","payments","baja","success"
11.02,6.13,241,1,79.01,76.75,"Alpha","payments","media","success"
11.3,NA,208,4,90.63,54.89,"Gamma","ui","media","failed"
10.85,4.56,239,0,72.74,13.17,"Alpha","database","media","success"
13.97,3.44,225,1,82.7,5.1,"Gamma","ui","media","success"
7.55,17.49,219,4,82.51,6.32,"Beta","auth","baja","success"
10.14,18.75,228,1,88.35,36.4,"Alpha","ui","media","success"
5.05,6.46,209,1,74.25,6.02,"Alpha","api","baja","success"
8.84,3.87,207,0,86.56,73.62,"Beta","auth","alta","success"
20.77,3.13,209,1,97.48,38.56,"Beta","auth","alta","success"
9.98,2.72,232,2,56.09,9.99,"Beta","ui","baja","success"
11.21,5.22,230,0,77.24,29.49,"Gamma","api","media","success"
10.62,1.72,219,0,71.49,22.34,"Alpha","api","alta","success"
5.65,5.47,212,1,78.93,2.41,"Alpha","api","crítica","success"
11.53,2.39,227,2,98.51,30.46,"Alpha","notifications","alta","success"
13.87,4.64,211,2,76.58,14.74,"Beta","auth","alta","success"
11.47,6.74,234,2,78.13,1.07,"Gamma","payments","media","success"
17.93,3.17,210,0,87.32,41.84,"Delta","auth","media","success"
15.29,2.53,222,0,94.3,20.08,"Delta","api","media","success"
8.49,5.19,218,0,68.21,31.94,"Delta","api","alta","success"
15.11,8.69,222,1,59.07,35.46,"Beta","database","media","success"
4.16,3.76,199,1,56.75,34.54,"Alpha","api","media","success"
17.04,8.2,231,1,82.95,11.35,"Beta","api","baja","success"
16.19,4.31,241,1,62.99,12.02,"Alpha","auth","media","success"
11.41,2.77,226,1,86.88,31.87,"Beta","auth","baja","success"
14.55,2.2,203,2,74.08,1.08,"Alpha","auth","alta","success"
7.88,9.72,226,2,93.51,43.48,"Beta","database","media","success"
25.38,7.95,232,0,84.87,60.83,"Beta","auth","alta","success"
6.29,5.82,213,2,92.71,93.04,"Beta","ui","baja","success"
17.09,11.19,227,0,68.41,15.29,"Beta","auth","media","success"
8.39,5.86,209,1,52.18,44.33,"Beta","auth","media","success"
13.75,2.26,198,1,87.37,28.59,"Alpha","api","alta","success"
12.59,NA,206,2,55.43,14.9,"Beta","auth","baja","failed"
10.23,3.54,225,4,89.37,35.41,"Gamma","api","media","success"
14.64,1.89,224,NA,49.85,27.04,"Alpha","database","alta","rolled_back"
10.21,13.44,236,2,77.5,1.67,"Beta","ui","media","success"
16.77,5.38,221,0,90.98,20.99,"Beta","database","alta","success"
27.56,NA,234,1,56.26,25.84,"Gamma","api","media","failed"
12.49,3.78,221,4,83.49,2.4,"Beta","api","alta","success"
14.05,5.06,222,0,94.7,16.69,"Beta","ui","crítica","success"
18.21,9.23,222,0,66.97,13.89,"Gamma","api","media","success"
12.04,3.79,226,0,64.52,54.98,"Gamma","notifications","baja","success"
17.2,3.85,213,1,85.07,14.38,"Gamma","auth","baja","success"
15.91,5,209,0,88.57,14.72,"Alpha","ui","alta","success"
12.1,5.03,211,2,92.36,23.04,"Beta","api","baja","success"
9.13,4.78,239,1,86.57,42.3,"Delta","ui","media","success"
8.76,NA,215,2,84.09,18.45,"Gamma","api","alta","failed"
10.14,2.55,222,0,78.59,1.24,"Delta","auth","alta","success"
18.38,3.58,231,0,77.94,25.58,"Beta","ui","media","success"
11.32,6.77,205,0,76.88,21.27,"Alpha","ui","media","success"
4.95,NA,216,1,85.61,26.06,"Beta","auth","crítica","failed"
14.71,NA,232,1,85.35,14.4,"Gamma","ui","media","failed"
15.35,1.08,226,2,78.05,8.77,"Alpha","payments","media","success"
11.8,3.15,224,1,76.86,5.29,"Alpha","auth","media","success"
6.26,12.78,209,2,94.53,1.58,"Gamma","auth","baja","success"
13.21,NA,234,3,73.96,53.67,"Alpha","notifications","baja","failed"
5.32,3.49,231,2,83.16,14.91,"Beta","api","baja","success"
4.93,5.97,204,1,65.05,23.99,"Delta","api","media","success"
7.75,13.13,205,0,88.7,19,"Beta","auth","media","success"
17.13,12.4,189,1,75.59,26.05,"Beta","database","media","success"
12.87,13.8,220,3,82.49,5.38,"Beta","api","media","success"
10.82,10.69,242,0,92.12,6.39,"Delta","ui","media","rolled_back"
17.58,5.37,203,0,78.51,23.87,"Gamma","api","media","success"
13.86,15.44,204,1,87.11,18.33,"Beta","database","baja","success"
8.85,2.69,198,NA,76.86,1.53,"Beta","ui","media","rolled_back"
9.64,7.57,219,0,77.29,85.9,"Beta","database","media","success"
5.09,5.35,232,0,81.97,33.21,"Gamma","api","media","success"
5.6,3.14,210,1,48.11,0.89,"Alpha","api","media","success"
11.11,4.2,216,0,77.74,29.56,"Gamma","auth","baja","success"
14.41,4.87,220,1,75.32,36.64,"Gamma","api","crítica","success"
7.76,NA,217,0,80.33,NA,"Gamma","payments","baja","failed"
13.6,4.59,229,1,97.67,58.44,"Gamma","payments","crítica","success"
7,NA,232,1,89.38,13.73,"Alpha","auth","baja","failed"
13.17,6.36,204,2,98.6,23.54,"Beta","api","crítica","success"
12.68,5.4,199,0,83.15,3.97,"Alpha","api","media","success"
13.55,NA,236,0,84.66,35.39,"Beta","ui","crítica","failed"
8.07,4.28,214,1,73.75,27.34,"Alpha","api","baja","success"
16.15,1.62,227,2,83.07,1.09,"Delta","notifications","media","success"
12.61,5.37,219,1,77.99,16.83,"Delta","auth","media","success"
9.29,9.41,203,2,79.29,19.39,"Beta","auth","baja","success"
5.57,3.52,233,0,82.44,36.49,"Alpha","api","baja","success"
16.23,8.64,243,0,84.64,8.82,"Gamma","ui","alta","success"
6.55,5.89,213,1,56.88,4.49,"Alpha","payments","media","success"
10.02,7.87,207,0,90.03,16.92,"Beta","ui","media","success"
5.21,NA,207,0,94.63,1.25,"Gamma","ui","media","failed"
11.28,3.22,221,2,84.62,3.56,"Alpha","notifications","crítica","success"
17.93,4.82,215,0,65.19,24.54,"Delta","api","media","success"
15.96,16.08,197,1,84.37,12.64,"Alpha","database","media","success"
13.91,7.84,201,0,97.5,38.35,"Delta","api","baja","success"
12.25,3.08,212,0,74.66,4.67,"Beta","api","media","success"
9.79,4.02,217,0,95.32,5.23,"Beta","auth","baja","success"
8.91,NA,224,1,71.33,3.24,"Alpha","notifications","alta","failed"
15.63,5.19,213,1,76.86,39.63,"Gamma","ui","media","success"
10.77,7.4,211,1,66.59,27.42,"Gamma","notifications","media","success"
15.43,4.21,213,2,58.39,1.87,"Alpha","auth","baja","success"
24.36,6.57,252,0,89.09,37.79,"Alpha","database","alta","success"
12.4,8.54,234,0,64.3,5.55,"Delta","auth","baja","success"
9.55,4.46,213,0,86.53,13.61,"Alpha","database","baja","success"
17.28,5.94,214,0,81.99,63.87,"Beta","database","baja","success"
21.38,4.95,213,1,67.6,27.66,"Gamma","database","crítica","success"
7.63,6.63,222,2,82.04,23.72,"Beta","database","alta","success"
15.78,10.56,215,1,84.48,38.57,"Delta","ui","baja","success"
14.99,6.41,226,3,76.62,35.76,"Gamma","ui","baja","success"
9.66,4.33,225,0,60.59,8.29,"Alpha","ui","media","success"
17.21,10.47,202,1,56.44,18.45,"Beta","ui","media","success"
14.12,4.89,244,1,63.14,14.88,"Gamma","notifications","baja","success"
11.32,6.47,228,1,78.92,22.98,"Beta","api","baja","success"
11.41,8.76,207,0,66.84,20.98,"Gamma","ui","alta","success"
10.64,12.54,216,0,81.41,13.52,"Alpha","auth","alta","success"
7.35,6.96,216,0,87.08,14.27,"Alpha","ui","crítica","success"
14.32,2.94,220,1,52.25,8.89,"Delta","ui","baja","success"
11.04,6.24,211,3,88.07,22.3,"Beta","ui","baja","success"
8.59,1.92,208,0,83.36,55.24,"Alpha","database","baja","success"
5.73,4.49,231,1,83.5,84.94,"Gamma","api","media","success"
5.94,9.67,203,1,80.83,3.08,"Gamma","auth","media","success"
17.43,13.08,192,1,81.13,32.66,"Alpha","ui","media","success"
15.74,4.45,234,1,63.62,5.18,"Delta","ui","crítica","success"
6.89,7.09,205,1,74.02,16.75,"Beta","api","baja","success"
21.94,1.81,220,1,84.99,40.01,"Gamma","ui","alta","success"
7.96,3.27,211,1,74.89,2.77,"Beta","auth","baja","success"
16.64,16.27,220,1,66.21,36.61,"Beta","auth","alta","rolled_back"
6.26,9.34,217,1,82.29,17.51,"Alpha","ui","alta","success"
16.43,6.72,223,3,90.5,22.44,"Alpha","notifications","media","success"
16.69,4.76,226,0,90.33,12.84,"Gamma","payments","baja","success"
7.39,4.55,230,0,44.01,10.27,"Beta","database","alta","success"
2.94,5.21,221,2,92.22,2.76,"Alpha","auth","media","success"
13.56,4.4,242,1,97.4,9.63,"Beta","ui","baja","success"
9.44,NA,218,1,70.25,10.55,"Alpha","ui","alta","failed"
11.73,NA,216,1,74.61,21.67,"Alpha","ui","baja","failed"
20.51,NA,232,3,91,NA,"Beta","database","alta","failed"
9.3,5.14,194,0,76.32,12.42,"Alpha","payments","media","success"
17.11,NA,215,0,47.09,NA,"Beta","payments","alta","failed"
13.21,7.17,226,0,69.68,15.85,"Beta","auth","alta","success"
10.81,NA,214,2,87.93,87.6,"Beta","ui","crítica","failed"
10.41,5.42,237,2,75.56,3.43,"Delta","auth","baja","success"
16.05,3.92,214,0,81.98,95.41,"Alpha","api","baja","success"
6.21,4.53,235,1,57.74,5.08,"Gamma","auth","media","success"
8.82,5.61,217,3,81.06,97.33,"Alpha","api","media","success"
8.83,4.95,210,0,81.45,20.03,"Gamma","notifications","baja","success"
4.09,9.85,200,2,82.92,8.18,"Gamma","auth","baja","success"
8.75,11.84,216,1,82.48,10.82,"Gamma","auth","alta","success"
9.31,8.05,223,1,80.15,43.85,"Alpha","payments","crítica","success"
14.33,5.85,206,2,79.84,89.48,"Gamma","auth","media","success"
10.68,4.28,241,1,89.08,20.44,"Gamma","auth","baja","success"
13.81,4.03,224,2,80.25,40.49,"Gamma","auth","alta","success"
12.66,NA,225,2,75.5,2.55,"Delta","auth","alta","failed"
11.97,5.61,241,0,68.64,19.59,"Delta","api","media","success"
17.19,NA,209,0,41.85,106.95,"Alpha","ui","baja","failed"
7.99,2.59,220,1,95.05,7.73,"Gamma","ui","baja","success"
10.41,7.63,226,1,89.85,NA,"Beta","api","baja","rolled_back"
6.08,8.32,221,4,68.34,7.62,"Delta","api","media","success"
4.81,NA,226,0,75.29,4.06,"Beta","ui","baja","failed"
8.13,3.28,221,1,59.92,58.71,"Beta","auth","media","success"
15.27,3.4,238,3,93.44,4.92,"Gamma","api","media","success"
13.62,NA,204,3,75.14,1.92,"Delta","api","crítica","failed"
7.67,4,241,1,83.4,14.39,"Delta","api","baja","success"
13.58,4.14,206,3,89.31,17.84,"Gamma","notifications","media","success"
9.82,3.3,230,2,86.22,8.87,"Beta","ui","alta","success"
5.92,8.46,228,2,75.68,15.47,"Alpha","notifications","alta","success"
7.84,3.04,245,0,73.11,30.33,"Beta","api","media","success"
15.48,3.6,223,5,68.59,9.11,"Beta","auth","crítica","success"
8,5.61,214,1,42.85,39.27,"Beta","ui","media","success"
18.75,6.42,221,0,60.4,2.91,"Gamma","api","baja","success"
5.97,5.04,230,1,92.74,0.72,"Delta","api","baja","success"
17.39,6.56,208,1,70.29,34.14,"Beta","ui","crítica","success"
10.15,8.37,199,0,86.4,32.9,"Gamma","api","alta","success"
9.63,5.89,233,3,87.37,21.46,"Alpha","notifications","media","success"
6,3.48,230,0,67.57,8.75,"Alpha","api","baja","success"
8.57,7.4,208,2,80.52,30.43,"Beta","database","baja","success"
11.44,10.77,232,5,91.25,7.9,"Beta","api","baja","success"
9.92,11.57,228,0,77.83,8.29,"Gamma","ui","baja","success"
16.01,3.67,249,1,57.88,2.91,"Alpha","ui","baja","success"
14.35,3.24,227,0,97.92,40,"Alpha","auth","baja","success"
8.69,2.89,220,1,83.77,132.75,"Beta","api","alta","success"
6.12,9.72,218,0,77.63,14.48,"Beta","api","baja","success"
11.82,7.29,215,2,90.56,23.88,"Alpha","api","baja","success"
5.05,4.85,219,3,67.33,NA,"Beta","api","alta","rolled_back"
9.7,4.84,209,0,72.83,11.28,"Delta","auth","alta","success"
10.81,2.71,217,0,52.23,17.79,"Delta","auth","media","success"
12.71,6.13,221,1,87.95,19.24,"Delta","api","alta","success"
14.93,4.19,198,1,78.32,11.95,"Alpha","api","media","success"
10.5,6.75,233,1,89.2,19.2,"Beta","ui","alta","success"
8.22,1.84,233,1,58.04,57.45,"Delta","ui","alta","success"
10.94,2.83,230,3,81.19,26.56,"Beta","auth","media","success"
8.65,4.83,212,0,75.54,91.77,"Gamma","notifications","baja","rolled_back"
11.86,5.56,228,1,80.03,22.62,"Beta","auth","media","success"
11.15,7.11,216,2,76.17,13.51,"Beta","auth","baja","success"
15.84,8.39,213,2,78.44,4.72,"Alpha","auth","baja","success"
21.59,5.44,226,1,84.32,22.02,"Gamma","api","alta","success"
9.01,7.48,218,1,85.25,5.99,"Alpha","payments","media","success"
22.57,2.5,238,3,61.83,9.17,"Gamma","ui","media","success"
29.62,4.76,226,2,67.54,1.15,"Alpha","api","media","success"
10.53,3.29,197,1,78.44,30.41,"Beta","api","media","success"
6.97,13.13,228,3,68.66,2.27,"Delta","api","media","success"
17.3,7.88,234,2,50.48,35.19,"Beta","api","baja","success"
20,3.93,206,1,81.63,19.94,"Beta","ui","crítica","success"
11.56,3.8,245,1,63.29,14.64,"Gamma","ui","baja","rolled_back"
